,0,1,2
0,0.0,0.0,0.0
1,4.38919995627039e-05,2.031173301963016e-05,4.404504540408213e-06
2,0.00030793937938580117,0.00014347376377817656,3.1237628974939487e-05
3,0.0009199435444489349,0.0004335862031907975,9.495771900136808e-05
4,0.0019469337667463486,0.0009323372246770955,0.0002057284238939305
5,0.003422446278750583,0.0016719400301312556,0.00037226985393979425
6,0.005362498936831698,0.002682461007027071,0.0006035003271214329
7,0.007774902953064652,0.003996154033525978,0.0009095668747646312
8,0.0106646477240741,0.005650239199207856,0.0013025879744821421
9,0.014036979346703012,0.00768892312770266,0.0017972872764797417
10,0.017899134478388232,0.010165109229778438,0.0024116216124599747
11,0.02226129837416152,0.01314205859415284,0.0031674683309482364
12,0.027137123638759537,0.0166951622314617,0.004091418724639061
13,0.03254400796765632,0.020913934355035305,0.005215717212768168
14,0.03850324704294998,0.025904312018143555,0.006579385104968566
15,0.04504013067888074,0.031791338783660444,0.008229571116757315
16,0.052184021546182284,0.0387223096876864,0.010223176670854072
17,0.05996843910526066,0.04687046240298036,0.012628813969555888
18,0.06843116163610169,0.05643930915034277,0.015529162125300755
19,0.07761435348831504,0.06766772089803844,0.01902380507647433
20,0.08756472180025843,0.08083589098156735,0.02323264690802858
21,0.0983337048393848,0.09627232464103042,0.028300022853313834
22,0.10997769368079148,0.11436203536911761,0.03439964593337063
23,0.12255828788691532,0.13555614537270738,0.041740559694567365
24,0.13614258647632807,0.1603831365541877,0.050574299895820775
25,0.1508035154050589,0.18946202684824354,0.06120351147235594
26,0.1666201917012489,0.22351780345509722,0.07399231651513764
27,0.18367832680161386,0.2633994985166312,0.08937878474074007
28,0.20207067113342245,0.31010135386265325,0.10788993872465444
29,0.22189750028126667,0.3647876071560966,0.1301598040991214
30,0.24326714611796696,0.4288215191665538,0.1569511249640149
31,0.2662965761033538,0.5037993504906342,0.18918148521680142
32,0.2911120188029756,0.5915901567735217,0.22795473528765864
33,0.3178496443183069,0.6943823796666685,0.2745987953847452
34,0.3466563154140814,0.8147383994550602,0.33071113293844406
35,0.37769037004460704,0.9556584084638728,0.39821347039252053
36,0.41112249215424956,1.1206551932875066,0.47941759720535543
37,0.447136643538589,1.3138417033528615,0.5771045382953877
38,0.4859310717925409,1.5400335702166583,0.6946197909335282
39,0.5277193966222378,1.8048691452640289,0.8359878900077113
40,0.5727317822870802,2.1149500437074225,1.0060502239193219
41,0.621216202119605,2.4780056965145008,1.210630818810211
42,0.6734397995835155,2.9030860142405954,1.4567357669304262
43,0.7296903597468237,3.4007869600463008,1.7527931222655795
44,0.7902778951400852,3.9835146570831514,2.10894147008423
45,0.855536347679543,4.6657946100543555,2.537377053875555
46,0.925825431083857,5.464633741178412,3.0527710294513914
47,1.001532608779509,6.3999442704257685,3.6727316779967776
48,1.0830752312680658,7.495039992336927,4.41714474675153
49,1.1709028342302346,8.777217305908202,5.303974925246115
50,1.265499617846889,10.278435492456108,6.347853464223198
51,1.3673871135446158,12.036113154491105,7.562035656380502
52,1.4771270580306686,14.094060615646281,8.959921912335613
53,1.5953244901967327,16.503571744613854,10.555988718615263
54,1.7226310862501477,19.324701789886756,12.366384929784399
55,1.8597487550421155,22.627763791293617,14.409347564858535
56,2.007433503592542,26.49508013859149,16.705526623584046
57,2.1664996064281823,31.0230332233444,19.278271272470402
58,2.3378240948497115,36.324465994707765,22.15390848785703
59,2.5223515916755117,42.53149203449247,25.362033118677697
60,2.721099520148762,49.79878507835438,28.935821531327285
61,2.935163712229964,58.307429379520364,32.91237727997045
62,3.1657244589155953,68.269426551786,37.33311534171173
63,3.4140529995321582,79.93297050603665,42.244190450492404
64,3.6815185405161257,93.58862070221062,47.696974781391894
65,3.969595807226684,109.57652657388365,53.74859086325051
66,4.279873172822598,128.29488215502877,60.46250251746898
67,4.614061415144436,150.20981640079026,67.909177562056
68,4.974003149227595,175.86696581996682,76.16681852121931
69,5.361683006066605,205.90501076160274,85.32217622853595
70,5.779238446307674,241.0715071335608,95.47145313638043
71,6.228971809100813,282.2413990653856,106.72130381708561
72,6.713362790704077,330.438662100947,119.18994379841358
73,7.235082172547114,386.8615992762719,133.0083775608097
74,7.797006523548589,452.91239828336654,148.32175799982872
75,8.40223411099232,530.2316550756967,165.29089053096487
76,9.054101954447283,620.73868146216,184.09389678645832
