,0,1,2
77,9.756204218958926,726.6785435649452,204.92805409729468
78,10.512412040544898,850.6769240881351,228.01182823616188
79,11.326894876675071,995.804063736822,253.58711919430786
80,12.20414342291251,1165.6492312086223,281.9217409921363
81,13.14899450612268,1364.4073687603525,313.3121585334564
82,14.166657639946417,1596.9797929452832,348.08650706434787
83,15.262743789523846,1869.0906309128054,386.60792112002713
84,16.443296274091026,2187.399624760582,429.2782026847905
85,17.714824102352143,2559.0718282399343,476.5418607676788
86,19.08433785923379,2988.740643977325,528.8905558005614
87,20.55938834983078,3475.9556038367336,586.8679878487283
88,22.14810820565944,4016.522779414996,651.075264138351
89,23.859256750278092,4604.286392687186,722.1767912503944
90,25.70226824836686,5232.287192093425,800.9067334082888
91,27.687303942243297,5893.462008501165,888.0760834508088
92,29.825308031712677,6615.516805249251,984.5803944935095
93,32.12806802399177,7478.842866176243,1091.4082198390886
94,34.608279693413834,8377.729987249462,1209.650304426639
95,37.27961706736751,9259.861011907975,1340.509594139595
96,40.156807776501786,10105.801101731238,1485.3120873965315
97,43.255714221045935,10908.543960329294,1645.5185679435112
98,46.59342102673655,11665.892212750725,1822.7373257613865
99,50.188329157841515,12378.44682381131,2018.7377669000623
100,54.06025735846362,13074.471495315549,2235.465046069893
101,58.23055133746818,13765.636290171777,2475.0556839632377
102,62.72220145868607,14449.82840608195,2739.854147789797
103,67.55996967644901,15125.296563554419,3032.4303671041694
104,72.77052427201767,15790.602690310148,3355.5981125350745
105,78.38258984048507,16444.579231416858,3712.4341282155865
106,84.42710323810687,17086.29162971437,4106.297870563564
107,90.93738478351673,17715.00551495936,4540.851633931603
108,97.94932129404576,18330.1580804342,5020.080800266965
109,105.5015643573919,18931.33319096685,5548.3138513821605
110,113.63574299002522,19518.23976944273,6130.241706169537
111,122.39669285254958,20090.693059664165,6770.935845356432
112,131.83270323044147,20648.59843032757,7475.864548661238
113,141.99578274419778,21191.937365404665,8250.906496921323
114,152.9419453145247,21720.75534022491,9102.360797327075
115,164.73151996941985,22235.151421333514,10036.952405315742
116,177.42948139352387,22735.269255779447,11061.831738333241
117,191.10580835856928,23221.289337300117,12184.567193040486
118,205.83586813417725,23693.422358431533,13413.129130108688
119,221.70083151488174,24151.903450211405,14755.863823682774
120,238.78811941718766,24596.987395762244,16221.45582173398
121,257.191883583251,25028.944318237754,17818.8772613578
122,277.01352413072766,25448.056121700163,19557.37427686488
123,298.3622473907368,25854.61344843639,21906.189519602776
124,321.3556656467171,26248.91306420386,24956.052226074473
125,346.12044400206264,26631.255634951613,28450.37771324088
126,372.79299552050657,27001.943856951006,32301.764336302924
127,401.52023127750607,27361.280865553552,36483.45119628696
128,432.4603661739618,27709.568903568565,40989.481539296205
129,465.783787702019,28047.10820546744,45819.950487426104
