,one,two,three,four,five,six
55,2253.415154214480,2253.415154124890,2253.4151541586600,2253.415154100470,2253.4151540969500,2253.4151541566300
56,2603.091377532110,2603.0913773616000,2603.091377426020,2603.0913773150300,2603.091377308330,2603.0913774219000
57,3007.024834596350,3007.0248342717000,3007.024834394480,3007.0248341829700,3007.0248341701800,3007.0248343864300
58,3473.63290461707,3473.6329039989100,3473.632904232880,3473.6329038298600,3473.632903805460,3473.632904217230
59,4012.638373355520,4012.6383721783800,4012.6383726242800,4012.638371856280,4012.638371809750,4012.638372593880
60,4635.271676818640,4635.27167457697,4635.27167542622,4635.271673963500,4635.271673874870,4635.271675368130
61,5354.50456179204,5354.504557522910,5354.504559140370,5354.504556354510,5354.5045561857,5354.504559029530
62,6185.319723212380,6185.319715082000,6185.319718162680,6185.319712856640,6185.319712535100,6185.319717951070
63,7145.022204778230,7145.022189294150,7145.022195161540,7145.0221850558500,7145.022184443420,7145.022194757980
64,8253.598880028630,8253.598850539690,8253.598861714360,8253.598842467780,8253.598841301350,8253.598860945100
65,9534.133402742520,9534.133346582140,9534.13336786403,9534.133331209370,9534.133328987920,9534.133366398580
66,11013.285141969300,11013.285035016300,11013.285075546400,11013.285005739900,11013.285001509300,11013.285072754800
67,12721.841901887700,12721.841697993900,12721.841775273700,12721.841642202600,12721.841634175800,12721.841769923000
68,14695.357759689400,14695.357373237800,14695.357519575500,14695.357267323500,14695.35725176920,14695.357509684900
69,16974.888735289500,16974.88799968980,16974.888278217200,16974.88779804330,16974.887768356400,16974.888259439800
70,19607.840625200100,19607.839219875800,19607.83975231200,19607.83883507040,19607.83877922660,19607.839715826200
71,22648.949643803300,22648.94696665350,22648.947981023900,22648.94623366820,22648.946127437500,22648.947911391100
72,26161.40855059710,26161.403452376500,26161.40538404660,26161.402056405500,26161.40185388610,26161.405251553500
73,30218.166950555100,30218.157233223300,30218.160915582100,30218.154573260500,30218.154188830000,30218.160661970700
74,34903.429854563300,34903.41135428930,34903.41836485110,34903.4062899245,34903.405557652,34903.41788222210
75,40314.381461451100,40314.34623458710,40314.35958375130,40314.33659155320,40314.33519755970,40314.35866448660
76,46563.16985554260,46563.10278097310,46563.128198964500,46563.084420109900,46563.08176624710,46563.12644829230
77,53779.189271685800,53779.06156190090,53779.10995788480,53779.026603065500,53779.02155053560,53779.10662427050
78,62111.702941502000,62111.459855556300,62111.55199707160,62111.39329763160,62111.38367869600,62111.54564972930
79,71732.85440904070,71732.39164104350,71732.56705938050,71732.26492905050,71732.246617181,71732.55497492560
80,82841.11999134070,82840.23901424280,82840.57294711850,82839.9978013887,82839.96294297720,82840.54994217770
81,95665.26149496170,95663.58468333730,95664.22032469070,95663.1255362671,95663.0591843413,95664.1765340955
82,110468.841503251,110465.65003167100,110466.85982621000,110464.77615560500,110464.64987180100,110466.77648015300
83,127555.36652385300,127549.2930331310,127551.59525622200,127547.63006287700,127547.38974831500,127551.43664874500
84,147274.12077512700,147262.56348373400,147266.9437327000,147259.39950861900,147258.94228789600,147266.64196110500
85,170026.73618282100,170004.75328308200,170013.0849273690,169998.73516823200,169997.86550624600,170012.51092518000
86,196274.54094787600,196232.7412332100,196248.58258371000,196221.29885587300,196219.64536087700,196247.49119701600
87,226546.61924723200,226467.18416977200,226497.2867740510,226445.44215893300,226442.30026834000,226495.21283150700
88,261448.45955973900,261297.63390687700,261354.7853553260,261256.35552454600,261250.39070532900,261350.84762245600
89,301670.8080147140,301384.7992865480,301493.16806087600,301306.53405391400,301295.2251371220,301485.7013909140
90,347997.9903189650,347456.7136328730,347661.77919049600,347308.62927495000,347287.23261639100,347647.6491017670
91,401314.3354081320,400293.12320548100,400679.94857755500,400013.8348587210,399973.4842116260,400653.2920905310
92,462606.42809989400,460689.06804327,461415.1428941820,460164.9902681850,460089.2842891500,461365.10044754500
93,532958.0169498640,529385.2346126880,530737.5835717050,528409.5610694640,528268.6525305390,530644.3534016070
94,613534.3269776890,606953.5242812270,609442.6971007550,605159.0269537200,604899.9526266810,609271.0266226740
95,705555.9162236500,693641.7180721610,698143.2733164040,690400.2085605300,689932.4870003030,697832.6214102420
96,810272.3029811430,789224.3889060360,797163.7032981370,783517.4018830740,782694.6271218500,796615.2992912710
97,928961.4571236060,892972.6273603230,906514.7943990010,883263.0014494490,881864.8865199730,905578.0867133170
98,1062986.332875570,1003871.4509274900,1026040.865437410,988032.49289485,985755.6999588180,1024504.4888435400
99,1213908.6921979400,1121074.576404570,1155735.409195080,1096426.7125426600,1092891.677587580,1153327.3294493100
100,1383604.5369336800,1244350.0463377100,1296055.9795945500,1207795.2235595400,1202567.3010665600,1292452.4640065500
101,1574312.4004848800,1374229.1672845000,1448036.666304010,1322409.16923245,1315023.0214610500,1442873.8697744000
102,1788602.1835183500,1511826.9029963600,1613171.4116410900,1441230.0461716700,1431206.1127709500,1606052.9261050600
103,2029307.0220416300,1658537.3922002400,1793206.123210160,1565529.5022919600,1552379.076054520,1783704.1354196900
104,2299459.4268344100,1815794.6494616800,1989970.7046305800,1696594.786398680,1679816.851439210,1977622.4271989300
105,2602242.9844096900,1984952.7825020100,2205289.551295580,1835585.3235767900,1814659.8683559000,2189591.6982446000
106,2940950.483955590,2167253.2499621700,2440948.8723063600,1983498.78857578,1957879.9081977400,2421352.21631014
107,3318935.3037827600,2363832.574304630,2698688.6765519000,2141188.427133420,2110298.748138750,2674593.819266990
108,3739545.7578212800,2575739.8359695700,2980197.906292950,2309393.6527791000,2272620.5448120500,2950952.8327630700
109,4206035.903160300,2803949.9340728300,3287102.3456325800,2488766.815540720,2445460.3491725200,3252002.0749953700
110,4721448.327428870,3049368.207626720,3620941.578402200,2679891.024574170,2629363.545172310,3579230.231112520
111,5288466.289908710,3312826.2214179300,3983134.2585197000,2883289.0754686800,2824816.286505160,3934009.875419070
112,5909234.134649920,3595069.827873630,4374932.041995100,3099425.1323761000,3032248.6486424300,4317554.533618690
113,6585147.153100230,3896740.8420955400,4797362.792879430,3328700.87551692,3252032.288581600,4730865.530253690
114,7316614.640632680,4218353.287609170,5251164.08566822,3571447.5567065600,3484474.058360900,5174669.469045920
115,8102804.080911880,4560265.364151480,5736708.227978030,3827914.872078910,3729806.6283387200,5649347.718274430
116,8941378.8782019,4922647.766862730,6253920.589213340,4098257.625772170,3988176.951311690,6154859.401089590
117,9828247.176914830,5305449.334306300,6802193.85696248,4382520.634830400,4259632.974827950,6690660.322870630
118,10757344.649867600,5708360.943226870,7380301.534983770,4680622.368225080,4544109.368662660,7255620.920731000
119,11720478.236457300,6130778.837217120,7986315.002537990,4992337.883570740,4841412.432015460,7847947.177860000
120,12707260.138899200,6571768.744753550,8617529.524147400,5317281.526100520,5151204.671449960,8465109.40472395
121,13705160.308357000,7030032.43597374,9270405.265581960,5654889.982587700,5472989.79279547,9103784.51236453
122,14699701.551985100,7503878.57171834,9940529.987778340,6004406.269815170,5806098.2798226900,9759817.901058960
123,15674809.007137000,7991199.931197510,10622610.261871600,6364865.40740496,6149674.391058780,10428211.415511300
124,16613314.698621400,8489459.13451616,11310497.440322700,6735082.55564807,6502665.152367060,11103143.210062300
125,17497597.806708600,8995685.20535276,11997253.674249800,7113644.36944285,6863811.972708610,11778024.559445100
126,18310323.468391000,9506482.791250730,12675261.150017800,7498904.375581570,7231645.729965190,12445597.391303300
127,19035227.335939100,10018055.99234700,13336374.862263100,7888983.316926020,7604485.887432780,13098072.216722000
128,19657881.571640600,10526247.992283200,13972116.763192200,8281775.046042820,7980444.372708370,13727306.083905000
129,20166375.949516100,11026597.016063400,14573904.424537100,8674958.72103356,8357434.742884020,14325014.163700300
130,20551853.744182900,11514408.280407200,15133304.855592000,9066017.670246390,8733187.12768501,14883006.805859500
131,20808858.302457100,11984841.02681610,15642300.414772300,9452265.188395540,9105269.254226160,15393440.701170300
132,20935466.034643300,12433008.232362200,16093552.171125400,9830877.260635780,9471113.2925094,15849070.438235200
133,20933206.115186100,12854085.715595400,16480644.843175500,10198931.832362600,9828048.792049230,16243485.901518000
134,20806788.86116870,13243426.230551500,16798298.54092060,10553453.913480700,10173340.917116400,16571321.617920100
135,20563681.211584900,13596674.770044400,17042534.120481200,10891465.549074100,10504233.291707500,16828424.89832560
136,20213578.706048800,13909879.157294200,17210783.040630200,11210039.27550140,10817994.379951400,17011973.518016000
137,19767825.343399800,14179591.113398500,17301936.370168800,11506353.442787100,11111966.227747700,17120536.841005900
138,19238829.01736550,14402953.215751200,17316332.11353730,11777747.655114200,11383613.93424880,17154079.135791000
139,18639512.36082630,14577767.488086600,17255684.92449460,12021776.302718400,11630574.354863200,17113906.971091800
140,17982827.105444500,14702542.930995500,17122966.51715120,12236258.437216300,11850702.318285100,17002567.565273100
141,17281349.704252100,14776519.950736900,16922245.757097300,12419321.74905540,12042112.808665900,16823706.74651600
142,16546965.205155000,14799671.485746900,16658501.452975000,12569439.986425800,12203217.311048800,16581897.776294000
143,15790638.407058800,14772681.346568900,16337419.985660900,12685460.891159000,12332753.936385800,16282452.015632500
144,15022265.23382890,14696902.249638700,15965189.327166000,12766625.293235500,12429808.68219400,15931223.22677860
145,14250593.365958700,14574296.067963000,15548299.760491300,12812576.105420000,12493828.93482740,15534415.123003300
146,13483200.656959100,14407359.968192200,15093359.172364100,12823357.020049200,12524627.974947700,15098400.555417300
147,12726517.79759000,14199043.009325700,14606929.480704700,12799401.700685500,12522380.543154600,14629558.714404400
148,11985883.843620100,13952656.557833100,14095386.930324600,12741513.938654700,12487610.318517600,14134134.205702500
149,11265624.471626400,13671782.913856900,13564809.286743600,12650839.922122000,12421169.77097290,13618120.628136000
150,10569143.718973900,13360185.54348330,13020888.52867730,12528834.05205140,12324213.486522500,13087168.660494000
151,9899022.602624540,13021723.937703300,12468868.448548100,12377219.722126100,12198166.158219800,12546518.341155100
152,9257119.125326290,12660275.444522900,11913504.910899900,12197946.608246400,12044686.625200500,12000953.187736900
153,8644665.777340200,12279665.743137100,11359045.353566600,11993146.189778400,11865629.131130100,11454774.126367700
154,8062361.813878600,11883609.127235800,10809225.141104600,11765086.805957800,11663003.795575200,10911789.990168700
155,7510458.60220934,11475658.903078400,10267277.11570770,11516129.671810500,11438935.709608800,10375321.93924250
156,6988837.0721022400,11059168.12642710,9735951.534872040,11248686.989039800,11195626.85455360,9848218.770180100
157,6497076.857729250,10637260.019579900,9217543.656037990,10965183.026698800,10935318.645585400,9332880.399305350
158,6034517.242163380,10212807.579145700,8713926.533906060,10668019.088961400,10660257.872767900,8831287.237607580
159,5600310.1071759700,9788421.308902810,8226586.950523600,10359542.099271300,10372665.564307700,8345033.517685840
160,5193465.536369600,9366444.091761110,7756663.099533960,10042018.49400230,10074710.02000910,7875362.486998030
161,4812890.541709900,8948952.22591202,7304982.126274150,9717612.00752952,9768483.446625690,7423202.454063410
162,4457421.714915080,8537761.275774190,6872097.070988280,9388366.115651800,9455982.59741191,6989202.417007710
163,4125852.375770500,8134436.004889660,6458322.145974180,9056190.74199694,9139093.512974920,6573766.484547670
164,3816954.9512266200,7740303.277295040,6063765.894482470,8722852.968329500,8819579.773189690,6177086.510227360
165,3529499.143016590,7356467.23619516,5688361.917945260,8389971.27984691,8499074.302254750,5799172.527245250
166,3262266.501816520,6983825.702709250,5331896.957601500,8059013.034439000,8179074.358171780,5439880.784391710
167,3014061.941702890,6623087.546545300,4994036.272660220,7731294.666166030,7860939.295595990,5098939.230609740
168,2783722.642706830,6274790.2796055000,4674346.349804580,7407984.259296760,7545890.747881390,4775970.431985970
169,2570124.7149343500,5939317.515742000,4372315.015463540,7090106.04139811,7235014.89769731,4470512.011743260
170,2372188.044620250,5616915.958786980,4087369.1042136600,6778546.4029004,6929266.430330030,4182034.6821695100
171,2188879.643192250,5307711.680670480,3818889.7419993000,6474060.909213570,6629473.858986250,3909958.016893260
172,2019215.7201750100,5011725.4923034400,3566225.840764900,6177282.641619370,6336345.893147080,3653664.1481047200
173,1862262.7563876800,4728887.307252060,3328705.184069420,5888730.462592050,6050478.59170845,3412509.551721190
174,1717137.751272510,4459049.432544500,3105644.1674823800,5608818.046291100,5772362.955650950,3185835.063589630
175,1583007.8286103600,4201998.679697190,2896355.8568761900,5337862.864370390,5502393.028293870,2972974.417553010
176,1459089.3299542500,3957467.412608940,2700156.6751699500,5076095.069877490,5240873.829276470,2773261.308963110
177,1344646.5199979100,3725143.5014874300,2516371.895852190,4823666.33728229,4988029.45930418,2586035.226636930
178,1238990.0009924900,3504679.1974581400,2344340.0886971500,4580658.171594810,4744010.974948300,2410646.2849317100
179,1141474.9147398500,3295698.9806939800,2183416.6429048000,4347089.993196210,4508904.011964660,2246459.0458602700
180,1051499.003286130,3097806.540651270,2032976.496356870,4122926.7191542900,4282736.074963640,2092855.559454070
181,968500.5764505450,2910590.8066627000,1892416.208525570,3908085.8474671600,4065483.4446280100,1949237.6879454000
182,891956.4361253490,2733631.2160556800,1761155.4417369200,3702444.041198290,3857077.657378070,1815028.8346334800
183,821379.7874030560,2566502.2540677200,1638637.9622387900,3505843.1910615200,3657411.5332541300,1689675.159986680
184,756318.1651153900,2408777.3225742200,1524332.2331967000,3318095.960328310,3466344.750734590,1572646.3712380300
185,696351.4014679130,2260032.016584890,1417731.6711263600,3138990.8227058900,3283708.9628054900,1463436.1504451500
186,641089.6443994550,2119846.8580766600,1318354.6199928000,2968296.610972180,3109312.4698404900,1361562.2835660800
187,590171.441602214,1987809.572854170,1225744.1051103900,2805766.595576260,2942944.372476740,1266566.5477336500
188,543261.9021097090,1863516.930450120,1139467.3912296500,2651142.12342034,2784378.535223180,1178014.3914649100
189,500050.9385411920,1746576.258334960,1059115.408949060,2504155.8401369200,2633376.820060420,1095494.4644146500
190,460251.58418410300,1636606.5639527500,984302.0632615570,2364534.5296541900,2489692.1999334600,1018618.0176656000
191,423598.4171649940,1533239.4404681600,914663.458201116,2232001.598502470,2353071.4175367900,947018.2066643970
192,389846.0509934880,1436119.7048112900,849857.0605328730,2106279.234950090,2223257.357630070,880349.3252786760
193,358767.72031672200,1344905.8338360300,789560.8204053230,1987090.2689460600,2099991.0806198900,818285.9866971580
194,330153.949613645,1259270.222017120,733472.2737582180,1874159.7676061600,1983013.6112032000,760522.2707177440
195,303811.303689645,1178899.2924044800,681307.6212997430,1767216.3699885900,1872067.47106014,706770.8521716340
196,279561.21763174100,1103493.4799580500,632800.8158431110,1665993.4246049200,1766897.9889575700,656762.1216565100
197,257238.90184972100,1032767.1113849200,587702.6525227580,1570229.9276735200,1667254.3951329300,610243.3081806700
198,236692.32201727700,966448.1986573410,545779.8709546450,1479671.2762130300,1572890.7426479400,566977.611478196
199,217781.24570407100,904278.1625859320,506814.2928875530,1394069.8813094700,1483566.6712097000,526743.3563671400
200,200376.35541444600,846011.5011854940,470601.96955235000,1313185.636395630,1399048.0155950800,489333.14875459000
201,184358.42416604400,791415.4125920590,436952.3629843440,1236786.269140070,1319107.292018650,454553.08786134000
202,169617.54919907200,740269.3845133980,405687.5582732650,1164647.5956952900,1243524.0644187400,422221.9806115460
203,156052.4404383160,692364.7641155990,376641.5075306010,1096553.6759604100,1172085.2226648000,392170.59592153900
204,143569.7601079740,647504.3044384660,349659.30774295000,1032296.9040419100,1104585.1673117300,364240.9492246230
205,132083.5116010180,605501.7031209830,324596.5129303590,971678.0190409340,1040825.9222721200,338285.6184705230
206,121514.47278415800,566181.1389020860,301318.4773882260,914506.0676673380,980617.1823441430,314167.09242765600
207,111789.67020873800,529376.7937837790,279699.73461217800,860598.3194925750,923776.3059012730,291757.15172369300
208,102841.89617735500,494932.40561995600,259623.41415651800,809780.1406202940,870128.2620969920,270936.2806922410
209,94609.25669997120,462700.8019368460,240980.67480835500,761884.835752063,819505.5362329300,251593.1119106700
210,87034.75808261150,432543.453389897,223670.18902443900,716753.4629767550,771748.0043722400,233623.90022550300
211,80065.92468761040,404330.03633021100,207597.64665541200,674234.6283663610,726702.7804631600,216932.02642573900
212,73654.44328279770,377938.008157047,192675.2880133480,634184.2634577620,684224.0465912580,201427.5308525460
213,67755.83625370980,353252.19591017400,178821.46704117400,596465.3902880220,644172.8501745990,187026.67221811000
214,62329.16087859530,330164.3972638290,165960.24056794500,560947.878252787,606416.9097208080,173651.51530152700
215,57336.729703557700,308573.0110200060,154020.98313861300,527508.1944116240,570830.3939704890,161229.5410599730
216,52743.853954416300,288382.644928534,142938.02575137500,496029.1500910280,537293.7001866410,149693.2831107290
217,48518.60672151200,269503.79236786400,132650.3178189020,466399.6459170780,505693.2261087200,138979.98646928800
218,44631.604557306600,251852.4826701400,123101.11007974700,438514.4300564430,475921.1417041220,129031.28708617300
219,41055.80592175600,235349.96457470400,114237.65981693000,412273.8143475920,447875.1576795320,119792.91184174900
220,37766.32559562800,219922.4026285850,106010.95339630900,387583.4705808240,421458.2987827890,111214.399901875
221,34740.26355690140,205500.58599791100,98375.4471719252,364354.15654692700,396578.6780441910,103248.83922110100
222,31956.547389047700,192019.66290279600,91288.82777779250,342501.4915921470,373149.26259310500,95852.62246316260
223,29395.78692145930,179418.86205804000,84711.78649797880,321945.72239028000,351087.6691931300,88985.2184335171
224,27040.140798445600,167641.26435304300,78607.80842562530,302611.4989653930,330315.9409631950,82608.95868209200
225,24873.192704609800,156633.5618236240,72942.97957356800,284427.65814288700,310760.3491851230,76688.83850953490
226,22879.838935795900,146345.83796667600,67685.79794750370,267327.01361679800,292351.1723420630,71192.33127088030
227,21046.181370975500,136731.36007033700,62807.01041801880,251246.15341040400,275022.51984233700,66089.21521931580
228,19359.434565697500,127746.38288258600,58279.45187090810,236125.24564169200,258712.13404525600,61351.412415170000
229,17807.834816266600,119349.96353380600,54077.897265188300,221907.85493025700,243361.20832543000,56952.83814805520
230,16380.559525394700,111503.78704166500,50178.926036231800,208540.75940878700,228914.21184423000,52869.26071409850
231,15067.65188303840,104172.00252189500,46560.7901098915,195973.78188813300,215318.72178794200,49078.17246847430
232,13859.951567869900,97321.06813664290,43203.300622013300,184159.62960105700,202525.26188937000,45558.665510555800
233,12749.031601939500,90919.60601973720,40087.71403755660,173053.72997582800,190487.14686395,42291.321606813900
234,11727.13932258720,84938.2657615854,37196.63007388510,162614.08676913900,179160.33923484900,39258.10565625270
235,10787.142631591000,79349.59562402900,34513.896106682100,152801.14305431100,168503.2991499020,36442.26819350870
236,9922.480429858980,74127.92245654860,32024.518260060900,143577.63989528400,158476.85809934900,33828.253578100600
237,9127.116953015070,69249.23811649620,29714.5787298378,134908.49097415300,149044.0872683780,31401.61702598470
238,8395.499717870480,64691.09334661340,27571.158993175800,126760.66112404500,140170.1754801140,29148.944292194600
239,7722.520903122880,60432.49790596110,25582.26837051090,119103.04984324800,131822.31322361700,27057.77905155150
240,7103.481778239560,56453.82710079930,23736.77776010110,111906.38312340300,123969.58215956000,25116.554798455000
241,6534.059969506480,52736.734780616500,22024.35797187270,105143.10898499400,116582.85015211200,23314.53162810770
242,6010.279273733940,49264.069266298000,20435.422350172300,98787.29886366570,109634.671703104,21641.737330648800
243,5528.482150769610,46019.79834523930,18961.074005564900,92814.55619390210,103099.19372762100,20088.91277467470
244,5085.303909275140,42988.93604632090,17593.055485723200,87201.92727079470,96952.06524449150,18647.4610759005
245,4677.649450449350,40157.47525314380,16323.703870379700,81927.81722088640,91170.35583669490,17309.400417557900
246,4302.671723145230,37512.323909567700,15145.90765123780,76971.91325454060,85732.46773979400,16067.320196225500
247,3957.7517654001100,35041.24661175980,14053.067214626100,72315.11007098050,80618.06693752130,14914.340150678300
248,3640.480465137220,32732.808275069700,13039.058102771800,67939.4339844327,75808.0109372153,13844.072679765600
249,3348.6417499764200,30576.32234452000,12098.196888546400,63827.987066421100,71284.27580768960,12850.587727268500
250,3080.1971380989800,28561.802168886400,11225.209475278000,59964.87628943340,67029.89764659740,11928.37943997880
251,2833.2715062809500,26679.915483853800,10415.201664220800,56335.1576133132,63028.90488262990,11072.336746742000
252,2606.1399985275700,24921.9417376005,9663.632008251490,52924.77964664850,59266.267451591200,10277.714643573700
253,2397.2159825438200,23279.732236811600,8966.285828348120,49720.531202482400,55727.839315289000,9540.108170318750
254,2205.0400142496000,21745.672825552400,8319.252687898940,46709.9917320883,52400.307660488600,8855.4278491723
255,2028.2696040306000,20312.64901339190,7718.903692899280,43881.48450403590,49271.14465390920,8219.877284340840
256,1865.6698512569500,18974.013315512300,7161.871776177970,41224.03299019560,46328.56166705980,7629.932676777890
257,1716.1048560886900,17723.554741561100,6645.0321793751500,38727.31869571560,43561.46650254670,7082.322195585230
258,1578.5297265330700,16555.47007702610,6165.485687793880,36381.642434729700,40959.42259059500,6574.008955403300
259,1451.983347031270,15464.338014607000,5720.542058783110,34177.88768708890,38512.61057978540,6102.1736798652400
260,1335.5816376912600,14445.092510066200,5307.705035577760,32107.48603857850,36211.7923382878,5664.19926153858
261,1228.5113719307000,13493.001027128000,4924.658329246490,30162.383743027800,34048.276893905200,5257.656272671280
262,1130.024513716070,12603.64214018360,4569.25260507299,28335.011954669300,32013.888316348900,4880.28951169235
263,1039.432987746190,11772.88509108180,4239.493758855950,26618.257197766100,30100.935459902000,4530.005514696360
264,956.1038736526860,10996.870805828800,3933.531354198230,25005.434499057500,28302.18348143720,4204.86098013907
265,879.4549838963840,10271.99395879300,3649.6484291340000,23490.261477713100,26610.826965820400,3903.051993792830
266,808.9507975655680,9594.886484644080,3386.2518672048900,22066.83419098340,25020.464630172300,3622.9040115821300
267,744.0987262552140,8962.40198530028,3141.8634847578700,20729.605745396100,23525.07521848060,3362.862712997730
268,684.4456715672560,8371.60103376555,2915.1117160854200,19473.36163300560,22118.996435663800,3121.4851677874000
269,629.5748491316560,7819.73764279765,2704.7239399849400,18293.20385999900,20796.900981272400,2897.43198756291
270,579.1028862259780,7304.246603729680,2509.5193511746300,17184.529123932300,19553.779398217200,2689.459916578060
271,532.6771427514830,6822.731566738790,2328.4023229979700,16143.01226035360,18384.920156798700,2496.4148825541400
272,489.97324705567400,6372.95395029695,2160.356275958790,15164.589216435000,17285.892090338800,2317.225644084620
273,450.69283135347100,5952.82256490707,2004.4379785228600,14245.44138947130,16252.527837005300,2150.8977400666600
274,414.5614507028860,5560.383926453580,1859.7722522644500,13381.980889572500,15280.908215058800,1996.5081389267000
