,Date,Infected,Deaths,Recovered
59,2020-03-21,34903.4062899245,1761.0768860466935,12564.553178399003
60,2020-03-22,40314.33659155317,2034.279171516781,14513.650063844676
61,2020-03-23,46563.084420109866,2349.8446459415486,16764.949819010773
62,2020-03-24,53779.026603065475,2714.336053221766,19365.25931955006
63,2020-03-25,62111.39329763158,3135.3307183232614,22368.618425357945
64,2020-03-26,71732.26492905049,3621.576662563352,25837.411759782906
65,2020-03-27,82839.9978013887,4183.172464825514,29843.649061273292
66,2020-03-28,95663.1255362671,4831.774374238489,34470.43879415628
67,2020-03-29,110464.77615560514,5580.834554819836,39813.68204912171
68,2020-03-30,127547.63006287695,6445.874983449357,45984.01801564572
69,2020-03-31,147259.39950861904,7444.8016114769425,53109.05222164422
70,2020-04-01,169998.73516823223,8598.264209423349,61335.90321647339
71,2020-04-02,196221.29885587344,9930.066780019837,70834.09749474748
72,2020-04-03,226445.44215893262,11467.633313773833,81798.83721416147
73,2020-04-04,261256.35552454597,13242.531699488038,94454.64411661503
74,2020-04-05,301306.53405391367,15291.05459323846,109059.34056305823
75,2020-04-06,347308.62927494996,17654.84777078305,125908.24525289069
76,2020-04-07,400013.8348587209,20381.56095923594,145338.30862042904
77,2020-04-08,460164.9902681847,23525.466980041656,167731.63720795474
78,2020-04-09,528409.5610694644,27147.94624663869,193517.41266581908
79,2020-04-10,605159.0269537197,31317.656758448116,223170.56461354878
80,2020-04-11,690400.2085605297,36110.10983213422,257204.85481358116
81,2020-04-12,783517.4018830738,41606.288765825215,296157.82336265955
82,2020-04-13,883263.0014494492,47889.990326453415,340566.4698045636
83,2020-04-14,988032.49289485,55043.91360625628,390936.8026051193
84,2020-04-15,1096426.7125426608,63145.23188444665,447716.47981339105
85,2020-04-16,1207795.2235595419,72262.1242292832,511282.76238962874
86,2020-04-17,1322409.16923245,82452.7937199927,581952.7500721967
87,2020-04-18,1441230.0461716745,93767.50843749821,660011.7771714356
88,2020-04-19,1565529.5022919604,106252.82655101221,745748.1043948191
89,2020-04-20,1696594.786398675,119956.43769834122,839482.7637937097
90,2020-04-21,1835585.3235767877,134931.28036276618,941589.2522213582
91,2020-04-22,1983498.78857578,151238.30650991236,1052503.1727798646
92,2020-04-23,2141188.427133416,168947.89643093702,1172724.5191380256
93,2020-04-24,2309393.6527791005,188140.25043604473,1302815.6137818801
94,2020-04-25,2488766.815540718,208905.1420100153,1443396.9797902168
95,2020-04-26,2679891.024574167,231341.34269604506,1595142.5365852094
96,2020-04-27,2883289.0754686818,255555.91827549678,1758774.7953734181
97,2020-04-28,3099425.1323760995,281663.50272480474,1935060.2816059142
98,2020-04-29,3328700.87551692,309785.5887889399,2124805.1460992177
99,2020-04-30,3571447.5567065636,340049.83142503846,2328850.788437514
100,2020-05-01,3827914.872078912,372589.3418186584,2548069.2705522785
101,2020-05-02,4098257.625772171,407541.95493492216,2783358.396422422
102,2020-05-03,4382520.634830403,445049.428183008,3035636.1824429994
103,2020-05-04,4680622.368225076,485256.54201338737,3305834.571945427
104,2020-05-05,4992337.883570742,528310.0849373856,3594892.2763784435
105,2020-05-06,5317281.526100518,574357.6980849965,3903746.634593199
106,2020-05-07,5654889.982587704,623546.5647165488,4233324.414154454
107,2020-05-08,6004406.269815169,676021.9337077162,4584531.516132595
108,2020-05-09,6364865.40740496,731925.4686367535,4958241.562618538
109,2020-05-10,6735082.55564807,791393.4347511737,5355283.483049852
110,2020-05-11,7113644.36944285,854554.715479279,5776428.082677887
111,2020-05-12,7498904.375581571,921528.6895560378,6222373.823509781
112,2020-05-13,7888983.316926017,992422.9775583899,6693731.940484569
113,2020-05-14,8281775.046042816,1067331.100172757,7191011.174034601
114,2020-05-15,8674958.72103356,1146330.0812087366,7714602.400652701
115,2020-05-16,9066017.670246385,1229478.0418088676,8264763.504316346
116,2020-05-17,9452265.188395543,1316811.8505266,8841604.87343885
117,2020-05-18,9830877.260635784,1408344.8719634442,9445075.941723535
118,2020-05-19,10198931.832362566,1504064.8982180115,10074953.215049196
119,2020-05-20,10553453.913480742,1603932.3285483299,10730830.217828145
120,2020-05-21,10891465.549074113,1707878.638943098,11412109.786264181
121,2020-05-22,11210039.27550135,1815805.2652817718,12117999.13047927
122,2020-05-23,11506353.442787135,1927582.8872004221,12847507.920317924
123,2020-05-24,11777747.655114152,2043051.2208145815,13599449.744600365
124,2020-05-25,12021776.302718444,2162019.330875031,14372447.060986659
125,2020-05-26,12236258.437216327,2284266.491974645,15164939.721402917
126,2020-05-27,12419321.74905544,2409543.595909223,15975196.9180257
127,2020-05-28,12569439.986425813,2537575.127698229,16801332.67231429
128,2020-05-29,12685460.891159004,2668061.6224651444,17641324.091157902
129,2020-05-30,12766625.293235485,2800682.61252241,18493032.458542403
130,2020-05-31,12812576.105419997,2935099.959286754,19354226.384680446
131,2020-06-01,12823357.020049222,3070961.5233144546,20222606.597264156
132,2020-06-02,12799401.700685516,3207905.056766618,21095831.68152151
133,2020-06-03,12741513.938654674,3345562.243108504,21971544.19119568
134,2020-06-04,12650839.922121976,3483562.7814850546,22847396.48810565
135,2020-06-05,12528834.05205142,3621538.4041115693,23721075.722967405
136,2020-06-06,12377219.722126143,3759126.7746176478,24590327.437539443
137,2020-06-07,12197946.608246403,3895975.1270707315,25452977.253385693
138,2020-06-08,11993146.189778365,4031743.6338869967,26306950.370200958
139,2020-06-09,11765086.805957764,4166108.4041224467,27150288.498278823
140,2020-06-10,11516129.671810502,4298764.086148265,27981164.05768776
141,2020-06-11,11248686.989039816,4429426.039533492,28797891.542146955
142,2020-06-12,10965183.026698794,4557832.066616585,29598936.04111311
143,2020-06-13,10668019.088961385,4683743.694414573,30382918.957735434
144,2020-06-14,10359542.099271314,4806947.043260252,31148621.157967594
145,2020-06-15,10042018.49400232,4927253.252809125,31894983.514513917
146,2020-06-16,9717612.00752952,5044498.552658078,32621105.346000094
147,2020-06-17,9388366.115651803,5158543.98254115,33326240.849354926
148,2020-06-18,9056190.74199694,5269274.806751892,34009793.83770562
149,2020-06-19,8722852.968329499,5376599.665797439,34671311.05222445
150,2020-06-20,8389971.27984691,5480449.518470489,35310474.36619647
151,2020-06-21,8059013.034438995,5580776.402447084,35927092.114867106
152,2020-06-22,7731294.666166034,5677552.071232697,36521089.81330846
153,2020-06-23,7407984.259296762,5770766.535147049,37092500.47550213
154,2020-06-24,7090106.04139811,5860426.531892508,37641454.75707785
155,2020-06-25,6778546.4029004,5946553.984675989,38168171.05462241
156,2020-06-26,6474060.909213568,6029184.49561121,38672945.97542235
157,2020-06-27,6177282.641619368,6108365.743124918,39156144.49701576
158,2020-06-28,5888730.462592045,6184156.082405662,39618191.29109156
159,2020-06-29,5608818.046291095,6256623.0928823715,40059561.88197688
160,2020-06-30,5337862.864370386,6325842.235042047,40480774.56045108
161,2020-07-01,5076095.069877489,6391895.590173326,40882382.84864148
162,2020-07-02,4823666.33728229,6454870.664088026,41264968.4054966
163,2020-07-03,4580658.171594811,6514859.311575875,41629134.70022544
164,2020-07-04,4347089.993196207,6571956.728210274,41975501.12495377
165,2020-07-05,4122926.7191542876,6626260.540146101,42304697.71816929
166,2020-07-06,3908085.8474671603,6677869.984652367,42617360.455922276
167,2020-07-07,3702444.041198292,6726885.175481335,42914127.05577531
168,2020-07-08,3505843.1910615247,6773406.450940267,43195633.285233594
169,2020-07-09,3318095.960328313,6817533.798716019,43462509.741325215
170,2020-07-10,3138990.8227058905,6859366.356763003,43715379.06584171
171,2020-07-11,2968296.610972175,6899001.981404072,43954853.56608341
172,2020-07-12,2805766.595576264,6936536.875276555,44181533.21249224
173,2020-07-13,2651142.12342034,6972065.27835409,44396003.96762374
174,2020-07-14,2504155.8401369196,7005679.214014235,44598836.422542386
175,2020-07-15,2364534.5296541946,7037468.269377362,44790584.71786912
176,2020-07-16,2232001.598502474,7067519.433669714,44971785.69922913
177,2020-07-17,2106279.234950089,7095916.967806334,45142958.29692354
178,2020-07-18,1987090.2689460616,7122742.308898292,45304603.10074032
179,2020-07-19,1874159.7676061636,7148074.005290477,45457202.10353115
180,2020-07-20,1767216.3699885856,7171987.678467609,45601218.59402676
181,2020-07-21,1665993.4246049155,7194556.006968816,45737097.17363526
182,2020-07-22,1570229.9276735217,7215848.730890409,45865263.88690523
183,2020-07-23,1479671.2762130264,7235932.673373126,45986126.4437811
184,2020-07-24,1394069.8813094716,7254871.776780565,46100074.522547275
185,2020-07-25,1313185.636395628,7272727.150724565,46207480.13553602
186,2020-07-26,1236786.269140073,7289557.1298781615,46308698.045737796
187,2020-07-27,1164647.5956952865,7305417.341565148,46404066.23667894
188,2020-07-28,1096553.6759604064,7320360.776947559,46493906.39568869
189,2020-07-29,1032296.9040419098,7334437.872234715,46578524.45462833
190,2020-07-30,971678.0190409339,7347696.589304635,46658211.11840989
191,2020-07-31,914506.0676673378,7360182.500189895,46733242.41415794
192,2020-08-01,860598.3194925747,7371938.875041423,46803880.25545092
193,2020-08-02,809780.1406202938,7383006.769663065,46870373.00301744
194,2020-08-03,761884.835752063,7393425.1138537675,46932956.02346594
195,2020-08-04,716753.4629767551,7403230.799702388,46991852.24429782
196,2020-08-05,674234.6283663614,7412458.768044038,47047272.70028412
197,2020-08-06,634184.2634577624,7421142.094873008,47099417.07006715
198,2020-08-07,596465.3902880219,7429312.075550236,47148474.20159503
199,2020-08-08,560947.878252787,7436998.307005095,47194622.622090936
200,2020-08-09,527508.1944116243,7444228.768018845,47238031.03477917
201,2020-08-10,496029.1500910275,7451029.89731258,47278858.80083614
202,2020-08-11,466399.6459170782,7457426.669290129,47317256.405686684
203,2020-08-12,438514.4300564434,7463442.6636121925,47353365.88657305
204,2020-08-13,412273.8143475916,7469100.145238804,47387321.32365994
205,2020-08-14,387583.4705808242,7474420.118900984,47419249.172934964
206,2020-08-15,364354.15654692723,7479422.403611574,47449268.72223825
207,2020-08-16,342501.4915921474,7484125.691012131,47477492.447074614
208,2020-08-17,321945.72239027976,7488547.605913533,47504026.38050741
209,2020-08-18,302611.4989653934,7492704.763397611,47528970.45927958
210,2020-08-19,284427.65814288676,7496612.8228857275,47552418.85438623
211,2020-08-20,267327.01361679845,7500286.540269777,47574460.28687257
212,2020-08-21,251246.15341040425,7503739.817460576,47595178.3288801
213,2020-08-22,236125.24564169237,7506985.749457513,47614651.68914898
214,2020-08-23,221907.85493025696,7510036.668423684,47632954.48017228
215,2020-08-24,208540.75940878686,7512904.1872523585,47650156.48203821
216,2020-08-25,195973.78188813312,7515599.239428735,47666323.38370199
217,2020-08-26,184159.62960105715,7518132.1166128395,47681517.01031795
218,2020-08-27,173053.72997582782,7520512.506904196,47695795.55454335
219,2020-08-28,162614.08676913875,7522749.528143091,47709213.77771221
220,2020-08-29,152801.14305431116,7524851.759402689,47721823.20012082
221,2020-08-30,143577.63989528397,7526827.273433299,47733672.29670339
222,2020-08-31,134908.49097415255,7528683.6652015485,47744806.669304036
223,2020-09-01,126760.66112404523,7530428.079437093,47755269.21299679
224,2020-09-02,119103.04984324795,7532067.237018366,47765100.27468341
225,2020-09-03,111906.38312340339,7533607.459257194,47774337.79997044
226,2020-09-04,105143.10898499376,7535054.691377023,47783017.47431373
227,2020-09-05,98787.29886366568,7536414.524552237,47791172.85584038
228,2020-09-06,92814.55619390213,7537692.216287905,47798835.49805735
229,2020-09-07,87201.92727079468,7538892.710236866,47806035.06913918
230,2020-09-08,81927.81722088643,7540020.654830148,47812799.464044616
231,2020-09-09,76971.91325454063,7541080.420249733,47819154.90664261
232,2020-09-10,72315.11007098052,7542076.114890802,47825126.04873264
233,2020-09-11,67939.4339844327,7543011.602076557,47830736.07056521
234,2020-09-12,63827.987066421054,7543890.512311593,47836006.754539154
235,2020-09-13,59964.87628943344,7544716.258846746,47840958.57875705
236,2020-09-14,56335.1576133132,7545492.049912897,47845610.79056764
237,2020-09-15,52924.77964664845,7546220.901037135,47849981.48060518
238,2020-09-16,49720.531202482416,7546905.646495562,47854087.65157025
239,2020-09-17,46709.9917320883,7547548.950112822,47857945.283156
240,2020-09-18,43881.48450403586,7548153.315457085,47861569.39327601
241,2020-09-19,41224.03299019558,7548721.095322181,47864974.09502674
242,2020-09-20,38727.31869571564,7549254.500886034,47868172.651693024
243,2020-09-21,36381.642434729736,7549755.610113233,47871177.527196035
244,2020-09-22,34177.88768708886,7550226.375691686,47874000.43378535
245,2020-09-23,32107.48603857853,7550668.63251734,47876652.37696688
246,2020-09-24,30162.383743027814,7551084.1049331855,47879143.69892188
247,2020-09-25,28335.011954669295,7551474.413153202,47881484.11714691
248,2020-09-26,26618.257197766077,7551841.079647453,47883682.76272965
249,2020-09-27,25005.434499057537,7552185.534938669,47885748.21515645
250,2020-09-28,23490.261477713128,7552509.123189336,47887688.53585391
251,2020-09-29,22066.83419098338,7552813.107409075,47889511.299430974
252,2020-09-30,20729.605745396115,7553098.674061068,47891223.62132977
253,2020-10-01,19473.36163300562,7553366.9383709645,47892832.1896952
254,2020-10-02,18293.20385999895,7553618.947742583,47894343.28585489
255,2020-10-03,17184.529123932276,7553855.686455328,47895762.81248442
256,2020-10-04,16143.01226035358,7554078.079213069,47897096.31496861
257,2020-10-05,15164.589216434997,7554286.994808777,47898349.00334287
258,2020-10-06,14245.44138947126,7554483.249494885,47899525.77246341
259,2020-10-07,13381.980889572493,7554667.610130637,47900631.221018024
260,2020-10-08,12570.83662807248,7554840.797181656,47901669.6694149
261,2020-10-09,11808.84125260295,7555003.48751843,47902645.176606126
262,2020-10-10,11093.018884612844,7555156.317046517,47903561.55586484
263,2020-10-11,10420.573592408291,7555299.883178242,47904422.38961124
264,2020-10-12,9788.878444317148,7555434.747179228,47905231.04348836
265,2020-10-13,9195.46563426473,7555561.436284618,47905990.67905517
266,2020-10-14,8638.01642789316,7555680.445853035,47906704.26670714
267,2020-10-15,8114.352260129274,7555792.241273472,47907374.597114116
268,2020-10-16,7622.426667861281,7555897.259693134,47908004.291581705
269,2020-10-17,7160.316890866164,7555995.911815762,47908595.8128382
270,2020-10-18,6726.216579711008,7556088.58346212,47909151.4743976
271,2020-10-19,6318.4287188244325,7556175.6370855635,47909673.4496428
272,2020-10-20,5935.359029409732,7556257.413183617,47910163.78029284
273,2020-10-21,5575.5097536548865,7556334.23162653,47910624.38438146
274,2020-10-22,5237.4738406859915,7556406.392903384,47911057.06371279
275,2020-10-23,4919.9294183416405,7556474.179303506,47911463.51095484
276,2020-10-24,4621.634761461142,7556537.855991665,47911845.31609509
277,2020-10-25,4341.423076845319,7556597.672124714,47912203.97312559
278,2020-10-26,4078.198587357686,7556653.861688397,47912540.88506619
279,2020-10-27,3830.9317068841897,7556706.644528898,47912857.370150216
280,2020-10-28,3598.6552638513404,7556756.227160218,47913154.666666195
281,2020-10-29,3380.460707824168,7556802.803575041,47913433.93782045
282,2020-10-30,3175.494426891248,7556846.556031875,47913696.27645731
283,2020-10-31,2982.9546221425985,7556887.6557230195,47913942.70906478
284,2020-11-01,2802.088054172485,7556926.263469868,47914174.19994404
285,2020-11-02,2632.1871255620385,7556962.530346364,47914391.65494791
286,2020-11-03,2472.58713253971,7556996.59826624,47914595.92500232
287,2020-11-04,2322.6635796405803,7557028.600556784,47914787.80954707
288,2020-11-05,2181.829896669824,7557058.662446507,47914968.059460424
289,2020-11-06,2049.535058113261,7557086.901573769,47915137.38010899
290,2020-11-07,1925.2614119360824,7557113.428450653,47915296.43412888
291,2020-11-08,1808.5226751095643,7557138.346891344,47915445.843992904
292,2020-11-09,1698.8620443674595,7557161.754415818,47915586.19443011
293,2020-11-10,1595.8504031602665,7557183.742631333,47915718.03472483
294,2020-11-11,1499.0846465479276,7557204.39759195,47915841.88085907
295,2020-11-12,1408.1861037473536,7557223.800134965,47915958.21753349
296,2020-11-13,1322.7990576654097,7557242.026196815,47916067.50006378
297,2020-11-14,1242.5893536293727,7557259.147110343,47916170.15616199
298,2020-11-15,1167.2430937731338,7557275.229883615,47916266.58760846
299,2020-11-16,1096.4654085864968,7557290.337462225,47916357.171824805
300,2020-11-17,1029.9793003462144,7557304.528976302,47916442.263354786
301,2020-11-18,967.524570002589,7557317.859969634,47916522.195238374
302,2020-11-19,908.8568075012283,7557330.38261528,47916597.28030445
303,2020-11-20,853.746376730476,7557342.145932318,47916667.81247039
304,2020-11-21,801.9775961612979,7557353.195960773,47916734.06779116
305,2020-11-22,753.3478545869266,7557363.575950394,47916796.30559136
306,2020-11-23,707.6668223921545,7557373.3265291,47916854.769475035
307,2020-11-24,664.7557110450223,7557382.485861143,47916909.68827348
308,2020-11-25,624.4465681986403,7557391.089797537,47916961.27694779
309,2020-11-26,586.5816269722627,7557399.172014816,47917009.737422176
310,2020-11-27,551.01268548419,7557406.764147626,47917055.25937805
311,2020-11-28,517.6005242381573,7557413.895913661,47917098.02099891
312,2020-11-29,486.21436971826273,7557420.595227177,47917138.18965864
313,2020-11-30,456.7313748688193,7557426.888310547,47917175.92258553
314,2020-12-01,429.0361412217625,7557432.799796135,47917211.367474124
315,2020-12-02,403.0202671509163,7557438.352822741,47917244.6630636
316,2020-12-03,378.5819221119884,7557443.569126479,47917275.93968266
317,2020-12-04,355.62545641627963,7557448.469124092,47917305.31974909
318,2020-12-05,334.06100971172583,7557453.071996523,47917332.91827087
319,2020-12-06,313.8041766486516,7557457.395760296,47917358.84327416
320,2020-12-07,294.7756685409114,7557461.4573397385,47917383.19623634
321,2020-12-08,276.9010044377163,7557465.272632922,47917406.07248144
322,2020-12-09,260.1102192939781,7557468.856573972,47917427.561553635
323,2020-12-10,244.33758978067596,7557472.2231916,47917447.747568235
324,2020-12-11,229.52137802588678,7557475.385663796,47917466.70953967
325,2020-12-12,215.60358959027513,7557478.356369464,47917484.52169132
326,2020-12-13,202.52974698107772,7557481.146936793,47917501.25374538
327,2020-12-14,190.24867576197434,7557483.768288989,47917516.971196435
328,2020-12-15,178.7123043473198,7557486.230686984,47917531.73556785
329,2020-12-16,167.87547534292125,7557488.543769479,47917545.60465353
330,2020-12-17,157.69577115029944,7557490.716590487,47917558.63274063
331,2020-12-18,148.13334521719156,7557492.75765522,47917570.87082579
332,2020-12-19,139.15076734455403,7557494.674953107,47917582.36681308
333,2020-12-20,130.71287694774367,7557496.475989111,47917593.165701844
334,2020-12-21,122.78664513458857,7557498.167813192,47917603.30976321
335,2020-12-22,115.34104687102054,7557499.757047585,47917612.83870365
